Date,Arrested,Domestic,Total,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
"Tuesday, February 7, 2017",128,85,689,0.47,0,0,44,50,32
"Wednesday, February 8, 2017",135,84,664,0,0,0,31,32,19
"Thursday, February 9, 2017",145,87,666,0,0,0,19,25,13
"Friday, February 10, 2017",169,102,742,0,0,0,26,41,18
"Saturday, February 11, 2017",142,118,704,0,0,0,41,49,34
"Sunday, February 12, 2017",137,128,676,0,0,0,39,47,31
"Monday, February 13, 2017",139,87,715,0,0,0,35,44,25
"Tuesday, February 14, 2017",128,121,711,0,0,0,40,50,31
"Wednesday, February 15, 2017",154,113,668,0,0,0,33,35,26
"Thursday, February 16, 2017",136,95,670,0,0,0,33,41,30
"Friday, February 17, 2017",167,99,825,0,0,0,43,67,27
"Saturday, February 18, 2017",162,123,745,0,0,0,58,70,40
"Sunday, February 19, 2017",118,126,672,0,0,0,51,69,35
"Monday, February 20, 2017",156,105,710,0,0,0,53,70,41
"Tuesday, February 21, 2017",155,117,675,0.04,0,0,60,66,49
"Wednesday, February 22, 2017",157,114,699,0,0,0,58,68,50
"Thursday, February 23, 2017",149,91,651,0.21,0,0,52,59,38
"Friday, February 24, 2017",143,112,656,0.15,0,0,39,40,33
"Saturday, February 25, 2017",143,111,593,0,0,0,29,33,23
"Sunday, February 26, 2017",144,122,574,0,0,0,32,49,21
"Monday, February 27, 2017",116,109,630,0,0,0,41,54,27
"Tuesday, February 28, 2017",145,88,626,0.65,0,0,51,60,47
"Wednesday, March 1, 2017",132,113,712,0.12,0,0,47,54,32
"Thursday, March 2, 2017",147,95,624,0,0,0,32,35,27
"Friday, March 3, 2017",152,113,673,0,0,0,27,33,21
"Saturday, March 4, 2017",152,124,633,0.01,0.1,0,33,42,28
"Sunday, March 5, 2017",146,127,654,0,0,0,41,60,32
"Monday, March 6, 2017",132,105,681,0,0,0,55,65,52
"Tuesday, March 7, 2017",121,106,680,0.24,0,0,55,65,44
"Wednesday, March 8, 2017",170,113,665,0,0,0,46,53,40
"Thursday, March 9, 2017",154,95,674,0,0,0,39,42,29
"Friday, March 10, 2017",149,98,664,0,0,0,32,36,23
"Saturday, March 11, 2017",165,120,653,0,0,0,24,32,18
"Sunday, March 12, 2017",116,107,550,0.05,0.4,0,26,36,18
"Monday, March 13, 2017",103,85,539,0.24,3.9,2,29,31,27
"Tuesday, March 14, 2017",94,79,466,0.19,3.4,5.9,25,28,19
"Wednesday, March 15, 2017",133,93,603,0,0,2,24,33,16
"Thursday, March 16, 2017",150,105,664,0,0,1.2,29,42,18
"Friday, March 17, 2017",152,99,708,0.03,0,0,38,50,36
"Saturday, March 18, 2017",134,114,674,0,0,0,42,45,32
"Sunday, March 19, 2017",134,133,604,0,0,0,41,53,29
"Monday, March 20, 2017",141,112,690,0.13,0,0,49,54,37
"Tuesday, March 21, 2017",140,108,646,0,0,0,44,54,33
"Wednesday, March 22, 2017",128,101,645,0,0,0,33,37,28
"Thursday, March 23, 2017",140,105,662,0.02,0,0,37,50,29
"Friday, March 24, 2017",157,108,777,0,0,0,58,82,42
"Saturday, March 25, 2017",156,141,692,0.71,0,0,43,47,41
"Sunday, March 26, 2017",147,135,702,0.3,0,0,51,62,47
"Monday, March 27, 2017",148,124,718,0,0,0,50,52,42
"Tuesday, March 28, 2017",133,109,673,0,0,0,44,50,36
"Wednesday, March 29, 2017",143,113,669,0.11,0,0,41,49,35
"Thursday, March 30, 2017",139,100,686,1.84,0,0,43,45,39
"Friday, March 31, 2017",142,99,772,0.02,0,0,39,44,36
"Saturday, April 1, 2017",152,143,789,0,0,0,45,59,34
"Sunday, April 2, 2017",137,130,689,0,0,0,50,61,42
"Monday, April 3, 2017",137,116,687,0.19,0,0,50,54,46
"Tuesday, April 4, 2017",149,121,709,0.02,0,0,49,56,43
"Wednesday, April 5, 2017",111,116,631,1.04,0,0,45,47,40
"Thursday, April 6, 2017",129,92,664,0.29,0,0,43,51,38
"Friday, April 7, 2017",146,102,700,0,0,0,44,54,37
"Saturday, April 8, 2017",146,120,693,0,0,0,50,68,37
"Sunday, April 9, 2017",170,148,759,0,0,0,64,77,57
"Monday, April 10, 2017",138,117,680,0.32,0,0,69,78,41
"Tuesday, April 11, 2017",173,116,701,0,0,0,47,54,41
"Wednesday, April 12, 2017",138,121,724,0,0,0,48,59,38
"Thursday, April 13, 2017",129,103,662,0.19,0,0,50,60,44
"Friday, April 14, 2017",171,121,769,0.06,0,0,54,66,47
"Saturday, April 15, 2017",149,143,812,0.09,0,0,70,82,61
"Sunday, April 16, 2017",147,138,684,0.59,0,0,68,73,52
"Monday, April 17, 2017",143,127,738,0,0,0,59,69,44
"Tuesday, April 18, 2017",188,111,735,0,0,0,55,76,41
"Wednesday, April 19, 2017",159,112,754,0.01,0,0,65,70,45
"Thursday, April 20, 2017",146,112,712,0,0,0,56,73,48
"Friday, April 21, 2017",204,119,813,0,0,0,50,53,44
"Saturday, April 22, 2017",135,136,700,0,0,0,50,60,38
"Sunday, April 23, 2017",131,128,703,0,0,0,54,72,37
"Monday, April 24, 2017",146,127,732,0,0,0,55,73,40
"Tuesday, April 25, 2017",156,112,756,0,0,0,64,79,52
"Wednesday, April 26, 2017",166,119,756,0.22,0,0,69,74,60
"Thursday, April 27, 2017",161,121,714,0.14,0,0,54,62,41
"Friday, April 28, 2017",214,143,829,0,0,0,48,60,40
"Saturday, April 29, 2017",108,110,613,1.95,0,0,45,46,40
"Sunday, April 30, 2017",117,123,655,1.32,0,0,44,47,42
"Monday, May 1, 2017",126,118,815,0.09,0,0,50,57,45
"Tuesday, May 2, 2017",132,103,686,0.01,0,0,46,51,41
"Wednesday, May 3, 2017",144,118,739,0,0,0,48,56,35
"Thursday, May 4, 2017",141,116,740,0,0,0,49,54,43
"Friday, May 5, 2017",165,107,793,0,0,0,49,61,41
"Saturday, May 6, 2017",137,150,707,0.11,0,0,51,58,44
"Sunday, May 7, 2017",125,126,630,0,0,0,48,59,36
"Monday, May 8, 2017",153,112,703,0.02,0,0,46,57,34
"Tuesday, May 9, 2017",147,108,706,0.13,0,0,48,61,42
"Wednesday, May 10, 2017",127,90,661,0.87,0,0,55,67,44
"Thursday, May 11, 2017",152,97,730,0,0,0,55,65,49
"Friday, May 12, 2017",179,113,847,0,0,0,59,73,45
"Saturday, May 13, 2017",163,121,724,0,0,0,62,82,47
"Sunday, May 14, 2017",154,164,707,0,0,0,62,71,51
"Monday, May 15, 2017",160,140,867,0.02,0,0,62,82,50
"Tuesday, May 16, 2017",154,112,745,0,0,0,74,87,61
"Wednesday, May 17, 2017",167,142,830,0.37,0,0,78,84,62
"Thursday, May 18, 2017",159,134,775,0,0,0,74,78,48
"Friday, May 19, 2017",148,106,776,0.23,0,0,48,50,43
"Saturday, May 20, 2017",152,108,664,0.34,0,0,51,64,48
"Sunday, May 21, 2017",180,192,789,0.05,0,0,61,65,51
"Monday, May 22, 2017",153,127,793,0.01,0,0,58,73,48
"Tuesday, May 23, 2017",160,114,733,0.33,0,0,61,62,55
"Wednesday, May 24, 2017",154,106,759,0.17,0,0,57,62,53
"Thursday, May 25, 2017",140,124,759,0,0,0,59,69,52
"Friday, May 26, 2017",178,104,764,0.53,0,0,60,71,52
"Saturday, May 27, 2017",209,124,801,0,0,0,62,78,52
"Sunday, May 28, 2017",170,137,704,0,0,0,68,77,56
"Monday, May 29, 2017",196,166,765,0,0,0,69,77,55
"Tuesday, May 30, 2017",156,142,813,0,0,0,64,74,54
"Wednesday, May 31, 2017",150,108,735,0,0,0,64,74,52
"Thursday, June 1, 2017",160,130,818,0,0,0,66,81,51
"Friday, June 2, 2017",158,125,838,0,0,0,71,86,53
"Saturday, June 3, 2017",165,156,822,0,0,0,73,84,57
"Sunday, June 4, 2017",169,159,818,0,0,0,80,92,66
"Monday, June 5, 2017",130,109,731,0,0,0,70,75,59
"Tuesday, June 6, 2017",161,130,819,0,0,0,65,76,54
"Wednesday, June 7, 2017",146,114,782,0,0,0,67,77,56
"Thursday, June 8, 2017",142,109,768,0.06,0,0,69,83,53
"Friday, June 9, 2017",171,115,814,0,0,0,74,87,65
"Saturday, June 10, 2017",161,141,781,0,0,0,76,90,64
"Sunday, June 11, 2017",157,163,812,0,0,0,82,93,73
"Monday, June 12, 2017",145,127,740,0,0,0,85,95,73
"Tuesday, June 13, 2017",155,120,807,0,0,0,80,88,68
"Wednesday, June 14, 2017",140,129,762,0.59,0,0,77,92,68
"Thursday, June 15, 2017",158,124,813,0.07,0,0,76,91,68
"Friday, June 16, 2017",172,132,831,0.22,0,0,77,86,67
"Saturday, June 17, 2017",132,157,824,0.42,0,0,78,87,69
"Sunday, June 18, 2017",143,167,782,0,0,0,74,79,69
"Monday, June 19, 2017",140,138,743,0.03,0,0,70,80,62
"Tuesday, June 20, 2017",148,119,802,0,0,0,67,80,58
"Wednesday, June 21, 2017",163,97,782,0,0,0,68,80,55
"Thursday, June 22, 2017",133,136,816,0,0,0,78,88,68
"Friday, June 23, 2017",142,113,776,0.71,0,0,77,83,66
"Saturday, June 24, 2017",169,130,817,0.02,0,0,70,75,59
"Sunday, June 25, 2017",157,159,795,0,0,0,64,72,54
"Monday, June 26, 2017",142,130,786,0,0,0,64,75,54
"Tuesday, June 27, 2017",170,136,768,0,0,0,65,78,50
"Wednesday, June 28, 2017",126,101,701,1.3,0,0,68,80,58
"Thursday, June 29, 2017",137,120,774,0.02,0,0,74,81,66
"Friday, June 30, 2017",152,111,773,0,0,0,73,84,64
"Saturday, July 1, 2017",176,138,889,0,0,0,75,82,66
"Sunday, July 2, 2017",155,157,777,0,0,0,74,89,62
"Monday, July 3, 2017",193,136,859,0.04,0,0,73,80,66
"Tuesday, July 4, 2017",170,155,793,0,0,0,72,83,64
"Wednesday, July 5, 2017",163,171,851,0,0,0,76,89,65
"Thursday, July 6, 2017",150,120,774,0,0,0,81,93,69
"Friday, July 7, 2017",159,131,757,0,0,0,81,89,63
"Saturday, July 8, 2017",144,133,758,0,0,0,71,80,62
"Sunday, July 9, 2017",160,163,821,0,0,0,73,86,63
"Monday, July 10, 2017",156,119,779,0.73,0,0,77,84,67
"Tuesday, July 11, 2017",142,110,767,0.56,0,0,76,85,70
"Wednesday, July 12, 2017",117,101,687,1.77,0,0,75,81,68
"Thursday, July 13, 2017",160,113,812,0,0,0,78,83,72
"Friday, July 14, 2017",169,126,794,0,0,0,71,73,63
"Saturday, July 15, 2017",160,157,883,0,0,0,70,81,60
"Sunday, July 16, 2017",175,158,812,0,0,0,72,78,60
"Monday, July 17, 2017",139,125,836,0,0,0,67,79,56
"Tuesday, July 18, 2017",138,114,788,0,0,0,74,89,60
"Wednesday, July 19, 2017",150,116,766,0.48,0,0,80,88,70
"Thursday, July 20, 2017",128,101,758,1.77,0,0,77,88,69
"Friday, July 21, 2017",170,103,758,1.43,0,0,80,89,72
"Saturday, July 22, 2017",117,149,750,0.66,0,0,77,88,72
"Sunday, July 23, 2017",152,171,842,0.21,0,0,79,90,70
"Monday, July 24, 2017",131,101,778,0,0,0,71,74,66
"Tuesday, July 25, 2017",156,125,844,0,0,0,71,82,61
"Wednesday, July 26, 2017",141,115,751,0.03,0,0,75,85,65
"Thursday, July 27, 2017",152,118,791,0,0,0,78,82,70
"Friday, July 28, 2017",140,122,849,0,0,0,74,79,67
"Saturday, July 29, 2017",160,141,795,0,0,0,72,79,64
"Sunday, July 30, 2017",151,162,817,0,0,0,73,84,62
"Monday, July 31, 2017",155,113,783,0,0,0,76,86,65
"Tuesday, August 1, 2017",130,156,909,0.92,0,0,76,86,67
"Wednesday, August 2, 2017",157,130,767,0,0,0,77,87,66
"Thursday, August 3, 2017",152,133,845,0.88,0,0,75,84,61
"Friday, August 4, 2017",164,118,922,0,0,0,63,68,56
"Saturday, August 5, 2017",150,133,924,0,0,0,68,80,60
"Sunday, August 6, 2017",167,167,864,0,0,0,71,77,63
"Monday, August 7, 2017",168,126,772,0,0,0,69,76,61
"Tuesday, August 8, 2017",153,103,764,0,0,0,70,84,58
"Wednesday, August 9, 2017",146,141,770,0,0,0,73,83,61
"Thursday, August 10, 2017",158,129,788,0.03,0,0,74,84,62
"Friday, August 11, 2017",160,117,765,0,0,0,71,78,65
"Saturday, August 12, 2017",146,116,810,0,0,0,68,77,60
"Sunday, August 13, 2017",136,141,729,0,0,0,69,80,57
"Monday, August 14, 2017",138,111,812,0,0,0,72,83,62
"Tuesday, August 15, 2017",115,103,788,0,0,0,75,84,68
"Wednesday, August 16, 2017",126,126,792,0.17,0,0,75,88,67
"Thursday, August 17, 2017",124,108,765,0.02,0,0,77,82,72
"Friday, August 18, 2017",165,124,853,0,0,0,74,82,67
"Saturday, August 19, 2017",171,143,890,0,0,0,74,86,63
"Sunday, August 20, 2017",131,139,771,0,0,0,75,90,63
"Monday, August 21, 2017",137,120,749,0.03,0,0,78,87,71
"Tuesday, August 22, 2017",135,125,777,0.02,0,0,76,82,64
"Wednesday, August 23, 2017",153,120,744,0,0,0,70,79,60
"Thursday, August 24, 2017",160,101,799,0,0,0,67,75,56
"Friday, August 25, 2017",161,109,765,0,0,0,64,74,52
"Saturday, August 26, 2017",151,148,779,0,0,0,67,78,56
"Sunday, August 27, 2017",137,147,752,0.01,0,0,68,78,62
"Monday, August 28, 2017",143,109,686,0.36,0,0,70,80,64
"Tuesday, August 29, 2017",147,102,723,0.07,0,0,68,76,61
"Wednesday, August 30, 2017",158,106,783,0,0,0,70,82,60
"Thursday, August 31, 2017",171,98,728,0,0,0,69,73,64
"Friday, September 1, 2017",171,119,860,0,0,0,64,69,50
"Saturday, September 2, 2017",173,127,766,0.25,0,0,62,75,50
"Sunday, September 3, 2017",191,125,755,0,0,0,68,84,57
"Monday, September 4, 2017",177,157,713,0,0,0,73,82,62
"Tuesday, September 5, 2017",151,103,699,0,0,0,63,70,54
"Wednesday, September 6, 2017",126,97,645,0,0,0,58,67,49
"Thursday, September 7, 2017",141,101,725,0,0,0,60,71,52
"Friday, September 8, 2017",135,114,700,0,0,0,62,69,58
"Saturday, September 9, 2017",147,125,731,0,0,0,63,72,54
"Sunday, September 10, 2017",139,136,737,0,0,0,61,70,50
"Monday, September 11, 2017",116,94,685,0,0,0,62,75,52
"Tuesday, September 12, 2017",138,113,720,0,0,0,65,77,54
"Wednesday, September 13, 2017",131,93,703,0,0,0,66,77,58
"Thursday, September 14, 2017",124,106,730,0,0,0,68,81,59
"Friday, September 15, 2017",131,112,801,0,0,0,73,87,62
"Saturday, September 16, 2017",163,121,828,0,0,0,77,88,65
"Sunday, September 17, 2017",127,157,809,0,0,0,77,86,63
"Monday, September 18, 2017",122,111,772,0,0,0,68,77,58
"Tuesday, September 19, 2017",137,119,705,0.07,0,0,70,79,64
"Wednesday, September 20, 2017",163,133,825,0,0,0,75,92,62
"Thursday, September 21, 2017",137,126,801,0,0,0,83,94,72
"Friday, September 22, 2017",145,112,794,0,0,0,84,94,71
"Saturday, September 23, 2017",151,139,828,0,0,0,83,95,72
"Sunday, September 24, 2017",133,159,806,0,0,0,81,93,70
"Monday, September 25, 2017",141,111,819,0,0,0,79,92,67
"Tuesday, September 26, 2017",135,115,746,0,0,0,80,92,70
"Wednesday, September 27, 2017",134,108,719,0,0,0,70,72,56
"Thursday, September 28, 2017",131,126,711,0,0,0,62,74,53
"Friday, September 29, 2017",147,110,807,0,0,0,64,70,56
"Saturday, September 30, 2017",136,111,743,0,0,0,61,68,53
"Sunday, October 1, 2017",145,143,791,0,0,0,59,72,48
"Monday, October 2, 2017",134,117,750,0,0,0,69,83,58
"Tuesday, October 3, 2017",146,92,737,0,0,0,73,78,67
"Wednesday, October 4, 2017",131,108,739,0.03,0,0,71,76,58
"Thursday, October 5, 2017",150,109,745,0.01,0,0,65,77,54
"Friday, October 6, 2017",142,100,746,0.3,0,0,64,69,60
"Saturday, October 7, 2017",132,129,708,0.43,0,0,69,79,60
"Sunday, October 8, 2017",137,136,714,0,0,0,65,78,54
"Monday, October 9, 2017",144,124,742,0,0,0,66,81,52
"Tuesday, October 10, 2017",104,112,694,0.78,0,0,62,63,58
"Wednesday, October 11, 2017",110,92,612,0.79,0,0,59,62,56
"Thursday, October 12, 2017",144,88,765,0,0,0,58,60,56
"Friday, October 13, 2017",137,113,767,0,0,0,61,73,55
"Saturday, October 14, 2017",118,110,644,4.19,0,0,64,66,62
"Sunday, October 15, 2017",100,124,635,0.2,0,0,60,68,47
"Monday, October 16, 2017",112,104,754,0,0,0,52,63,43
"Tuesday, October 17, 2017",114,103,708,0,0,0,57,70,49
"Wednesday, October 18, 2017",134,96,771,0,0,0,59,71,47
"Thursday, October 19, 2017",138,108,767,0,0,0,61,70,51
"Friday, October 20, 2017",151,123,842,0,0,0,61,78,51
"Saturday, October 21, 2017",127,137,808,0,0,0,67,77,60
"Sunday, October 22, 2017",146,129,732,0.37,0,0,66,70,51
"Monday, October 23, 2017",128,106,729,0.73,0,0,52,54,50
"Tuesday, October 24, 2017",124,93,684,0.87,0,0,48,50,42
"Wednesday, October 25, 2017",125,95,710,0,0,0,44,53,38
"Thursday, October 26, 2017",142,105,742,0,0,0,47,60,36
"Friday, October 27, 2017",123,89,813,0,0,0,45,52,38
"Saturday, October 28, 2017",133,99,716,0,0,0,38,40,36
"Sunday, October 29, 2017",128,126,691,0,0,0,40,46,33
"Monday, October 30, 2017",126,88,704,0,0,0,45,50,37
"Tuesday, October 31, 2017",113,108,745,0,0,0,38,40,34
"Wednesday, November 1, 2017",122,115,763,0.23,0,0,39,44,36
"Thursday, November 2, 2017",134,102,718,0.02,0,0,47,51,44
"Friday, November 3, 2017",135,98,782,0,0,0,44,48,38
"Saturday, November 4, 2017",132,112,753,0.48,0,0,46,50,42
"Sunday, November 5, 2017",154,136,771,0.02,0,0,49,52,42
"Monday, November 6, 2017",145,94,713,0,0,0,41,43,32
"Tuesday, November 7, 2017",123,98,673,0,0,0,40,45,32
"Wednesday, November 8, 2017",130,98,755,0,0,0,37,46,29
"Thursday, November 9, 2017",142,90,648,0,0,0,39,46,21
"Friday, November 10, 2017",123,93,672,0,0.1,0,24,30,18
"Saturday, November 11, 2017",136,109,686,0,0,0,29,38,26
"Sunday, November 12, 2017",118,136,663,0.13,0,0,38,40,36
"Monday, November 13, 2017",114,111,713,0,0,0,36,40,31
"Tuesday, November 14, 2017",116,105,692,0,0,0,39,49,30
"Wednesday, November 15, 2017",116,93,703,0.17,0,0,48,52,35
"Thursday, November 16, 2017",155,103,749,0,0,0,36,38,33
"Friday, November 17, 2017",145,95,722,0.14,0,0,38,48,35
"Saturday, November 18, 2017",114,122,691,0.54,0,0,43,48,35
"Sunday, November 19, 2017",137,134,686,0,0,0,35,37,30
"Monday, November 20, 2017",129,106,753,0,0,0,38,52,30
"Tuesday, November 21, 2017",128,97,670,0.02,0,0,43,44,27
"Wednesday, November 22, 2017",126,84,647,0,0,0,29,35,22
"Thursday, November 23, 2017",75,131,542,0,0,0,36,46,32
"Friday, November 24, 2017",122,107,678,0,0,0,44,63,32
"Saturday, November 25, 2017",137,120,711,0,0,0,49,55,32
"Sunday, November 26, 2017",145,107,662,0,0,0,38,49,27
"Monday, November 27, 2017",121,116,768,0,0,0,44,57,31
"Tuesday, November 28, 2017",167,106,778,0,0,0,55,61,43
"Wednesday, November 29, 2017",125,99,764,0,0,0,43,47,34
"Thursday, November 30, 2017",133,91,739,0,0,0,46,54,39
"Friday, December 1, 2017",150,124,845,0,0,0,41,53,28
"Saturday, December 2, 2017",168,127,753,0,0,0,42,54,33
"Sunday, December 3, 2017",101,133,675,0,0,0,43,58,29
"Monday, December 4, 2017",151,121,806,0.16,0,0,55,65,44
"Tuesday, December 5, 2017",133,95,697,0,0,0,41,44,27
"Wednesday, December 6, 2017",114,92,706,0,0,0,31,35,26
"Thursday, December 7, 2017",102,88,620,0,0,0,25,29,19
"Friday, December 8, 2017",136,106,729,0.01,0,0,25,37,18
"Saturday, December 9, 2017",124,116,654,0.03,0.6,1.2,30,32,20
"Sunday, December 10, 2017",124,120,660,0,0,0,26,35,20
"Monday, December 11, 2017",126,103,728,0.08,1.4,0,31,39,23
"Tuesday, December 12, 2017",112,109,673,0,0,1.2,24,31,17
"Wednesday, December 13, 2017",128,86,691,0,0,1.2,26,38,22
"Thursday, December 14, 2017",116,93,707,0,0,0,24,27,16
"Friday, December 15, 2017",122,115,758,0,0,0,26,37,21
"Saturday, December 16, 2017",155,120,768,0,0,0,38,46,27
"Sunday, December 17, 2017",127,124,722,0,0,0,35,42,29
"Monday, December 18, 2017",122,100,720,0.01,0,0,42,46,39
"Tuesday, December 19, 2017",115,111,752,0,0,0,43,50,35
"Wednesday, December 20, 2017",126,91,691,0,0,0,34,37,27
"Thursday, December 21, 2017",123,96,734,0,0,0,35,40,32
"Friday, December 22, 2017",128,93,772,0,0,0,38,39,33
"Saturday, December 23, 2017",117,122,711,0,0,0,31,33,19
"Sunday, December 24, 2017",76,101,499,0.18,1.8,0,21,22,18
"Monday, December 25, 2017",49,117,392,0.01,0.1,2,16,21,2
"Tuesday, December 26, 2017",91,96,522,0,0,1.2,2,5,-3
"Wednesday, December 27, 2017",93,95,512,0,0,1.2,1,7,-4
"Thursday, December 28, 2017",108,88,591,0.03,0.6,1.2,6,15,0
"Friday, December 29, 2017",105,94,564,0.08,0.8,2,12,15,9
"Saturday, December 30, 2017",94,109,613,0,0,2,9,15,-1
